Date,Dernier,Ouv., Plus Haut,Plus Bas,Vol.,Variation %,Close,High,Low,Open
11/02/2020,"13,00","13,00","13,00","13,00","77,62K","0,00%",13.0,13.0,13.0,13.0
12/02/2020,"13,00","13,00","13,00","13,00","28,25K","0,00%",13.0,13.0,13.0,13.0
13/02/2020,"13,00","13,00","13,00","13,00","237,70K","0,00%",13.0,13.0,13.0,13.0
14/02/2020,"13,00","13,00","13,00","13,00","49,50K","0,00%",13.0,13.0,13.0,13.0
17/02/2020,"13,00","13,00","13,00","13,00","190,72K","0,00%",13.0,13.0,13.0,13.0
18/02/2020,"13,00","13,00","13,00","13,00","250,10K","0,00%",13.0,13.0,13.0,13.0
19/02/2020,"13,00","13,00","13,00","13,00","25,16K","0,00%",13.0,13.0,13.0,13.0
20/02/2020,"13,00","13,00","13,00","13,00","10,10K","0,00%",13.0,13.0,13.0,13.0
21/02/2020,"13,00","13,00","13,00","13,00","253,57K","0,00%",13.0,13.0,13.0,13.0
24/02/2020,"13,00","13,00","13,00","13,00","7,25K","0,00%",13.0,13.0,13.0,13.0
25/02/2020,"13,00","13,00","13,00","13,00","12,60K","0,00%",13.0,13.0,13.0,13.0
26/02/2020,"13,00","13,00","13,00","13,00","120,00K","0,00%",13.0,13.0,13.0,13.0
27/02/2020,"13,00","13,00","13,00","13,00","311,00K","0,00%",13.0,13.0,13.0,13.0
28/02/2020,"13,00","13,00","13,00","13,00","4,09K","0,00%",13.0,13.0,13.0,13.0
02/03/2020,"13,00","13,00","13,00","13,00","5,00K","0,00%",13.0,13.0,13.0,13.0
03/03/2020,"13,00","13,00","13,00","13,00","57,64K","0,00%",13.0,13.0,13.0,13.0
04/03/2020,"13,00","13,00","13,00","13,00","10,98K","0,00%",13.0,13.0,13.0,13.0
05/03/2020,"13,00","13,00","13,00","13,00","1,00K","0,00%",13.0,13.0,13.0,13.0
06/03/2020,"13,00","13,00","13,00","13,00","952,47K","0,00%",13.0,13.0,13.0,13.0
09/03/2020,"13,00","13,00","13,00","13,00","4,00K","0,00%",13.0,13.0,13.0,13.0
10/03/2020,"13,00","13,00","13,00","13,00","271,07K","0,00%",13.0,13.0,13.0,13.0
12/03/2020,"13,00","13,00","13,00","13,00","61,75K","0,00%",13.0,13.0,13.0,13.0
13/03/2020,"13,00","13,00","13,00","13,00","105,50K","0,00%",13.0,13.0,13.0,13.0
16/03/2020,"13,00","13,00","13,00","13,00","88,27K","0,00%",13.0,13.0,13.0,13.0
17/03/2020,"13,00","13,00","13,00","13,00","332,62K","0,00%",13.0,13.0,13.0,13.0
18/03/2020,"13,00","13,00","13,00","13,00","9,51K","0,00%",13.0,13.0,13.0,13.0
19/03/2020,"13,00","13,00","13,00","13,00","514,95K","0,00%",13.0,13.0,13.0,13.0
23/03/2020,"13,00","13,00","13,00","13,00","0,51K","0,00%",13.0,13.0,13.0,13.0
24/03/2020,"13,00","13,00","13,00","13,00","10,79K","0,00%",13.0,13.0,13.0,13.0
25/03/2020,"13,00","13,00","13,00","13,00","277,03K","0,00%",13.0,13.0,13.0,13.0
26/03/2020,"13,00","13,00","13,00","13,00","0,23K","0,00%",13.0,13.0,13.0,13.0
27/03/2020,"13,00","13,00","13,00","13,00","77,15K","0,00%",13.0,13.0,13.0,13.0
30/03/2020,"13,00","13,00","13,00","13,00","7,50K","0,00%",13.0,13.0,13.0,13.0
31/03/2020,"13,00","13,00","13,00","13,00","69,18K","0,00%",13.0,13.0,13.0,13.0
01/04/2020,"13,00","13,00","13,00","13,00","95,00K","0,00%",13.0,13.0,13.0,13.0
02/04/2020,"13,00","13,00","13,00","13,00","0,06K","0,00%",13.0,13.0,13.0,13.0
03/04/2020,"13,00","13,00","13,00","13,00","25,98K","0,00%",13.0,13.0,13.0,13.0
06/04/2020,"13,00","13,00","13,00","13,00","0,19K","0,00%",13.0,13.0,13.0,13.0
07/04/2020,"13,00","13,00","13,00","13,00","1,11K","0,00%",13.0,13.0,13.0,13.0
08/04/2020,"13,00","13,00","13,00","13,00","0,43K","0,00%",13.0,13.0,13.0,13.0
09/04/2020,"13,00","13,00","13,00","13,00","17,11K","0,00%",13.0,13.0,13.0,13.0
10/04/2020,"13,00","13,00","13,00","13,00","3,81K","0,00%",13.0,13.0,13.0,13.0
14/04/2020,"13,00","13,00","13,00","13,00","9,00K","0,00%",13.0,13.0,13.0,13.0
15/04/2020,"13,00","13,00","13,00","13,00","75,06K","0,00%",13.0,13.0,13.0,13.0
16/04/2020,"13,00","13,00","13,00","13,00","4,85K","0,00%",13.0,13.0,13.0,13.0
17/04/2020,"13,00","13,00","13,00","13,00","7,00K","0,00%",13.0,13.0,13.0,13.0
20/04/2020,"13,00","13,00","13,00","13,00","50,00K","0,00%",13.0,13.0,13.0,13.0
22/04/2020,"13,00","13,00","13,00","13,00","204,09K","0,00%",13.0,13.0,13.0,13.0
23/04/2020,"13,00","13,00","13,00","13,00","18,30K","0,00%",13.0,13.0,13.0,13.0
24/04/2020,"13,00","13,00","13,00","13,00","92,03K","0,00%",13.0,13.0,13.0,13.0
27/04/2020,"13,00","13,00","13,00","13,00","0,50K","0,00%",13.0,13.0,13.0,13.0
28/04/2020,"13,00","13,00","13,00","13,00","0,30K","0,00%",13.0,13.0,13.0,13.0
29/04/2020,"13,00","13,00","13,00","13,00","22,97K","0,00%",13.0,13.0,13.0,13.0
30/04/2020,"13,00","13,00","13,00","13,00","0,24K","0,00%",13.0,13.0,13.0,13.0
04/05/2020,"13,00","13,00","13,00","13,00","10,00K","0,00%",13.0,13.0,13.0,13.0
05/05/2020,"13,00","13,00","13,00","13,00","13,30K","0,00%",13.0,13.0,13.0,13.0
06/05/2020,"13,00","13,00","13,00","13,00","6,33K","0,00%",13.0,13.0,13.0,13.0
07/05/2020,"13,00","13,00","13,00","13,00","43,25K","0,00%",13.0,13.0,13.0,13.0
08/05/2020,"13,00","13,00","13,00","13,00","0,93K","0,00%",13.0,13.0,13.0,13.0
12/05/2020,"13,00","13,00","13,00","13,00","60,88K","0,00%",13.0,13.0,13.0,13.0
13/05/2020,"13,00","13,00","13,00","13,00","0,64K","0,00%",13.0,13.0,13.0,13.0
14/05/2020,"13,00","13,00","13,00","13,00","8,00K","0,00%",13.0,13.0,13.0,13.0
15/05/2020,"13,00","13,00","13,00","13,00","66,99K","0,00%",13.0,13.0,13.0,13.0
19/05/2020,"13,00","13,00","13,00","13,00","1,70K","0,00%",13.0,13.0,13.0,13.0
22/05/2020,"13,00","13,00","13,00","13,00","101,44K","0,00%",13.0,13.0,13.0,13.0
25/05/2020,"13,00","13,00","13,00","13,00","0,99K","0,00%",13.0,13.0,13.0,13.0
26/05/2020,"13,00","13,00","13,00","13,00","9,46K","0,00%",13.0,13.0,13.0,13.0
27/05/2020,"13,00","13,00","13,00","13,00","1,00K","0,00%",13.0,13.0,13.0,13.0
28/05/2020,"13,00","13,00","13,00","13,00","10,00K","0,00%",13.0,13.0,13.0,13.0
