Date,Dernier,Ouv., Plus Haut,Plus Bas,Vol.,Variation %,Close,High,Low,Open
07/07/2014,"247,39","247,39","247,39","247,39",,"-0,03%",247.39,247.39,247.39,247.39
08/07/2014,"247,01","247,01","247,01","247,01",,"-0,15%",247.01,247.01,247.01,247.01
09/07/2014,"247,01","247,01","247,01","247,01",,"0,00%",247.01,247.01,247.01,247.01
10/07/2014,"246,44","246,44","246,44","246,44",,"-0,23%",246.44,246.44,246.44,246.44
11/07/2014,"244,94","244,94","244,94","244,94",,"-0,61%",244.94,244.94,244.94,244.94
14/07/2014,"244,94","244,94","244,94","244,94",,"0,00%",244.94,244.94,244.94,244.94
15/07/2014,"245,34","245,34","245,34","245,34",,"0,16%",245.34,245.34,245.34,245.34
16/07/2014,"245,80","245,80","245,80","245,80",,"0,19%",245.8,245.8,245.8,245.8
17/07/2014,"250,27","250,27","250,27","250,27",,"1,82%",250.27,250.27,250.27,250.27
18/07/2014,"249,09","249,09","249,09","249,09",,"-0,47%",249.09,249.09,249.09,249.09
21/07/2014,"249,71","249,71","249,71","249,71",,"0,25%",249.71,249.71,249.71,249.71
22/07/2014,"253,59","253,59","253,59","253,59",,"1,55%",253.59,253.59,253.59,253.59
23/07/2014,"253,20","253,20","253,20","253,20",,"-0,15%",253.2,253.2,253.2,253.2
25/07/2014,"251,34","251,34","251,34","251,34",,"-0,73%",251.34,251.34,251.34,251.34
29/07/2014,"248,28","248,28","248,28","248,28",,"-1,22%",248.28,248.28,248.28,248.28
30/07/2014,"248,91","248,91","248,91","248,91",,"0,25%",248.91,248.91,248.91,248.91
31/07/2014,"252,20","252,20","252,20","252,20",,"1,32%",252.2,252.2,252.2,252.2
01/08/2014,"250,32","250,32","250,32","250,32",,"-0,75%",250.32,250.32,250.32,250.32
04/08/2014,"248,82","248,82","248,82","248,82",,"-0,60%",248.82,248.82,248.82,248.82
05/08/2014,"250,15","250,15","250,15","250,15",,"0,53%",250.15,250.15,250.15,250.15
06/08/2014,"250,30","250,30","250,30","250,30",,"0,06%",250.3,250.3,250.3,250.3
08/08/2014,"256,21","256,21","256,21","256,21",,"2,36%",256.21,256.21,256.21,256.21
11/08/2014,"256,64","256,64","256,64","256,64",,"0,17%",256.64,256.64,256.64,256.64
12/08/2014,"258,78","258,78","258,78","258,78",,"0,83%",258.78,258.78,258.78,258.78
13/08/2014,"260,24","260,24","260,24","260,24",,"0,56%",260.24,260.24,260.24,260.24
14/08/2014,"256,69","256,69","256,69","256,69",,"-1,36%",256.69,256.69,256.69,256.69
18/08/2014,"258,06","258,06","258,06","258,06",,"0,53%",258.06,258.06,258.06,258.06
19/08/2014,"258,69","258,69","258,69","258,69",,"0,24%",258.69,258.69,258.69,258.69
20/08/2014,"258,65","258,65","258,65","258,65",,"-0,02%",258.65,258.65,258.65,258.65
21/08/2014,"258,65","258,65","258,65","258,65",,"0,00%",258.65,258.65,258.65,258.65
22/08/2014,"259,69","259,69","259,69","259,69",,"0,40%",259.69,259.69,259.69,259.69
25/08/2014,"263,86","263,86","263,86","263,86",,"1,61%",263.86,263.86,263.86,263.86
26/08/2014,"263,97","263,97","263,97","263,97",,"0,04%",263.97,263.97,263.97,263.97
27/08/2014,"266,20","266,20","266,20","266,20",,"0,84%",266.2,266.2,266.2,266.2
28/08/2014,"265,35","265,35","265,35","265,35",,"-0,32%",265.35,265.35,265.35,265.35
29/08/2014,"266,44","266,44","266,44","266,44",,"0,41%",266.44,266.44,266.44,266.44
01/09/2014,"266,34","266,34","266,34","266,34",,"-0,04%",266.34,266.34,266.34,266.34
02/09/2014,"263,59","263,59","263,59","263,59",,"-1,03%",263.59,263.59,263.59,263.59
03/09/2014,"265,97","265,97","265,97","265,97",,"0,90%",265.97,265.97,265.97,265.97
04/09/2014,"264,05","264,05","264,05","264,05",,"-0,72%",264.05,264.05,264.05,264.05
05/09/2014,"267,65","267,65","267,65","267,65",,"1,36%",267.65,267.65,267.65,267.65
08/09/2014,"266,60","266,60","266,60","266,60",,"-0,39%",266.6,266.6,266.6,266.6
09/09/2014,"266,60","266,60","266,60","266,60",,"0,00%",266.6,266.6,266.6,266.6
10/09/2014,"264,05","264,05","264,05","264,05",,"-0,96%",264.05,264.05,264.05,264.05
11/09/2014,"264,05","264,05","264,05","264,05",,"0,00%",264.05,264.05,264.05,264.05
12/09/2014,"265,28","265,28","265,28","265,28",,"0,47%",265.28,265.28,265.28,265.28
15/09/2014,"266,84","266,84","266,84","266,84",,"0,59%",266.84,266.84,266.84,266.84
16/09/2014,"268,11","268,11","268,11","268,11",,"0,48%",268.11,268.11,268.11,268.11
17/09/2014,"271,25","271,25","271,25","271,25",,"1,17%",271.25,271.25,271.25,271.25
18/09/2014,"267,67","267,67","267,67","267,67",,"-1,32%",267.67,267.67,267.67,267.67
19/09/2014,"267,53","267,53","267,53","267,53",,"-0,05%",267.53,267.53,267.53,267.53
22/09/2014,"267,54","267,54","267,54","267,54",,"0,00%",267.54,267.54,267.54,267.54
23/09/2014,"265,41","265,41","265,41","265,41",,"-0,80%",265.41,265.41,265.41,265.41
24/09/2014,"268,70","268,70","268,70","268,70",,"1,24%",268.7,268.7,268.7,268.7
25/09/2014,"269,22","269,22","269,22","269,22",,"0,19%",269.22,269.22,269.22,269.22
26/09/2014,"269,01","269,01","269,01","269,01",,"-0,08%",269.01,269.01,269.01,269.01
29/09/2014,"271,34","271,34","271,34","271,34",,"0,87%",271.34,271.34,271.34,271.34
30/09/2014,"272,67","272,67","272,67","272,67",,"0,49%",272.67,272.67,272.67,272.67
01/10/2014,"274,76","274,76","274,76","274,76",,"0,77%",274.76,274.76,274.76,274.76
02/10/2014,"274,76","274,76","274,76","274,76",,"0,00%",274.76,274.76,274.76,274.76
03/10/2014,"274,65","274,65","274,65","274,65",,"-0,04%",274.65,274.65,274.65,274.65
06/10/2014,"276,42","276,42","276,42","276,42",,"0,64%",276.42,276.42,276.42,276.42
07/10/2014,"276,42","276,42","276,42","276,42",,"0,00%",276.42,276.42,276.42,276.42
08/10/2014,"275,17","275,17","275,17","275,17",,"-0,45%",275.17,275.17,275.17,275.17
09/10/2014,"274,14","274,14","274,14","274,14",,"-0,37%",274.14,274.14,274.14,274.14
10/10/2014,"273,23","273,23","273,23","273,23",,"-0,33%",273.23,273.23,273.23,273.23
13/10/2014,"273,25","273,25","273,25","273,25",,"0,01%",273.25,273.25,273.25,273.25
14/10/2014,"272,73","272,73","272,73","272,73",,"-0,19%",272.73,272.73,272.73,272.73
15/10/2014,"271,57","271,57","271,57","271,57",,"-0,43%",271.57,271.57,271.57,271.57
16/10/2014,"271,29","271,29","271,29","271,29",,"-0,10%",271.29,271.29,271.29,271.29
17/10/2014,"273,38","273,38","273,38","273,38",,"0,77%",273.38,273.38,273.38,273.38
20/10/2014,"273,51","273,51","273,51","273,51",,"0,05%",273.51,273.51,273.51,273.51
