ADM0_FR,ADM0_EN,ADM0_PCODE,F_TL,M_TL,T_TL,F_00_04,F_05_09,F_10_14,F_15_19,F_20_24,F_25_29,F_30_34,F_35_39,F_40_44,F_45_49,F_50_54,F_55_59,F_60_64,F_65_69,F_70_74,F_75_79,F_80plus,M_00_04,M_05_09,M_10_14,M_15_19,M_20_24,M_25_29,M_30_34,M_35_39,M_40_44,M_45_49,M_50_54,M_55_59,M_60_64,M_65_69,M_70_74,M_75_79,M_80plus,T_00_04,T_05_09,T_10_14,T_15_19,T_20_24,T_25_29,T_30_34,T_35_39,T_40_44,T_45_49,T_50_54,T_55_59,T_60_64,T_65_69,T_70_74,T_75_79,T_80plus
Bénin (le),Benin,BJ,6024700,5832930,11857630,900986,827011,828653,665775,515233,468704,445580,364429,279540,214030,139821,130414,67248,72422,37108,33125,34621,940699,849325,849092,700986,539909,405043,333364,298393,245132,204986,136815,120524,65462,62527,31649,24808,24216,1841685,1676336,1677745,1366761,1055142,873747,778944,662822,524672,419016,276636,250938,132710,134949,68757,57933,58837
